layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
24,9,1.0,0.75,28,24,4
24,10,1.0,0.25,28,24,4
24,11,1.0,0.0,28,24,4
24,12,1.0,0.25,28,24,4
24,13,1.0,0.25,26,22,4
24,14,1.0,0.25,25,21,4
24,15,1.0,0.0,19,15,4
24,16,1.0,0.0,18,14,4
24,17,1.0,0.0,17,13,4
24,18,1.0,0.0,16,12,4
24,19,1.0,0.25,14,10,4
24,20,1.0,0.0,14,10,4
24,21,1.0,0.6666666666666666,13,10,3
24,22,1.0,0.0,12,9,3
24,23,1.0,0.0,10,7,3
24,24,1.0,0.0,10,7,3
24,25,1.0,0.0,10,7,3
25,0,1.0,0.2,30,25,5
25,1,1.0,0.2,30,25,5
25,2,1.0,0.0,30,25,5
25,3,1.0,0.0,30,25,5
25,4,1.0,0.2,30,25,5
25,5,1.0,0.2,30,25,5
25,6,1.0,0.25,29,25,4
25,7,1.0,0.5,29,25,4
25,8,1.0,0.25,29,25,4
25,9,1.0,0.75,28,24,4
25,10,1.0,0.25,28,24,4
25,11,1.0,0.0,28,24,4
25,12,1.0,0.25,28,24,4
25,13,1.0,0.25,26,22,4
25,14,1.0,0.0,25,21,4
25,15,1.0,0.0,19,15,4
25,16,1.0,0.0,18,14,4
25,17,1.0,0.0,17,13,4
25,18,1.0,0.0,16,12,4
25,19,1.0,0.5,14,10,4
25,20,1.0,0.0,14,10,4
25,21,1.0,0.6666666666666666,13,10,3
25,22,1.0,0.0,12,9,3
25,23,1.0,0.0,10,7,3
25,24,1.0,0.0,10,7,3
25,25,1.0,0.0,10,7,3
26,0,1.0,0.2,30,25,5
26,1,1.0,0.2,30,25,5
26,2,1.0,0.2,30,25,5
26,3,1.0,0.0,30,25,5
26,4,1.0,0.0,30,25,5
26,5,1.0,0.2,30,25,5
26,6,1.0,0.25,29,25,4
26,7,1.0,0.25,29,25,4
26,8,1.0,0.25,29,25,4
26,9,1.0,0.75,28,24,4
26,10,1.0,0.25,28,24,4
26,11,1.0,0.0,28,24,4
26,12,1.0,0.25,28,24,4
26,13,1.0,0.25,26,22,4
26,14,1.0,0.25,25,21,4
26,15,1.0,0.0,19,15,4
26,16,1.0,0.0,18,14,4
26,17,1.0,0.0,17,13,4
26,18,1.0,0.0,16,12,4
26,19,1.0,0.5,14,10,4
26,20,1.0,0.25,14,10,4
26,21,1.0,0.3333333333333333,13,10,3
26,22,1.0,0.0,12,9,3
26,23,1.0,0.0,10,7,3
26,24,1.0,0.0,10,7,3
26,25,1.0,0.0,10,7,3
27,0,1.0,0.2,30,25,5
27,1,1.0,0.2,30,25,5
27,2,1.0,0.0,30,25,5
27,3,1.0,0.0,30,25,5
27,4,1.0,0.0,30,25,5
27,5,1.0,0.2,30,25,5
27,6,1.0,0.75,29,25,4
27,7,1.0,0.25,29,25,4
27,8,1.0,0.25,29,25,4
27,9,1.0,0.75,28,24,4
27,10,1.0,0.25,28,24,4
27,11,1.0,0.0,28,24,4
27,12,1.0,0.25,28,24,4
27,13,1.0,0.0,26,22,4
27,14,1.0,0.25,25,21,4
27,15,1.0,0.0,19,15,4
27,16,1.0,0.0,18,14,4
27,17,1.0,0.0,17,13,4
27,18,1.0,0.0,16,12,4
27,19,1.0,0.5,14,10,4
27,20,1.0,0.25,14,10,4
27,21,1.0,0.3333333333333333,13,10,3
27,22,1.0,0.3333333333333333,12,9,3
27,23,1.0,0.0,10,7,3
27,24,1.0,0.0,10,7,3
27,25,1.0,0.0,10,7,3
28,0,1.0,0.2,30,25,5
28,1,1.0,0.2,30,25,5
28,2,1.0,0.0,30,25,5
28,3,1.0,0.0,30,25,5
28,4,1.0,0.0,30,25,5
28,5,1.0,0.4,30,25,5
28,6,1.0,0.75,29,25,4
28,7,1.0,0.25,29,25,4
28,8,1.0,0.25,29,25,4
28,9,1.0,1.0,28,24,4
28,10,1.0,0.25,28,24,4
28,11,1.0,0.0,28,24,4
28,12,1.0,0.25,28,24,4
28,13,1.0,0.0,26,22,4
28,14,1.0,0.0,25,21,4
28,15,1.0,0.0,19,15,4
28,16,1.0,0.0,18,14,4
28,17,1.0,0.0,17,13,4
28,18,1.0,0.0,16,12,4
28,19,1.0,0.5,14,10,4
28,20,1.0,0.25,14,10,4
28,21,1.0,0.0,13,10,3
28,22,1.0,0.0,12,9,3
