layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
19,7,1.0,0.5454545454545454,54,43,11
19,8,1.0,0.5454545454545454,54,43,11
19,9,1.0,0.45454545454545453,53,42,11
19,10,1.0,0.6363636363636364,53,42,11
19,11,1.0,0.5454545454545454,53,42,11
19,12,1.0,0.45454545454545453,52,41,11
19,13,1.0,0.6,49,39,10
19,14,1.0,0.3333333333333333,43,34,9
19,15,1.0,0.3333333333333333,35,29,6
19,16,1.0,0.4,31,26,5
19,17,1.0,0.6,29,24,5
19,18,1.0,0.5,27,23,4
19,19,1.0,0.5,25,21,4
19,20,1.0,0.5,24,20,4
19,21,1.0,0.5,23,19,4
19,22,1.0,0.5,22,18,4
19,23,1.0,0.3333333333333333,20,17,3
20,0,1.0,0.45454545454545453,55,44,11
20,1,1.0,0.5454545454545454,55,44,11
20,2,1.0,0.5454545454545454,55,44,11
20,3,1.0,0.36363636363636365,55,44,11
20,4,1.0,0.6363636363636364,55,44,11
20,5,1.0,0.36363636363636365,55,44,11
20,6,1.0,0.5454545454545454,54,43,11
20,7,1.0,0.6363636363636364,54,43,11
20,8,1.0,0.5454545454545454,54,43,11
20,9,1.0,0.36363636363636365,53,42,11
20,10,1.0,0.5454545454545454,53,42,11
20,11,1.0,0.5454545454545454,53,42,11
20,12,1.0,0.45454545454545453,52,41,11
20,13,1.0,0.6,49,39,10
20,14,1.0,0.3333333333333333,43,34,9
20,15,1.0,0.3333333333333333,35,29,6
20,16,1.0,0.4,31,26,5
20,17,1.0,0.4,29,24,5
20,18,1.0,0.5,27,23,4
20,19,1.0,0.5,25,21,4
20,20,1.0,0.5,24,20,4
20,21,1.0,0.5,23,19,4
20,22,1.0,0.5,22,18,4
20,23,1.0,1.0,20,17,3
21,0,1.0,0.45454545454545453,55,44,11
21,1,1.0,0.5454545454545454,55,44,11
21,2,1.0,0.5454545454545454,55,44,11
21,3,1.0,0.5454545454545454,55,44,11
21,4,1.0,0.5454545454545454,55,44,11
21,5,1.0,0.5454545454545454,55,44,11
21,6,1.0,0.45454545454545453,54,43,11
21,7,1.0,0.5454545454545454,54,43,11
21,8,1.0,0.5454545454545454,54,43,11
21,9,1.0,0.36363636363636365,53,42,11
21,10,1.0,0.5454545454545454,53,42,11
21,11,1.0,0.6363636363636364,53,42,11
21,12,1.0,0.45454545454545453,52,41,11
21,13,1.0,0.6,49,39,10
21,14,1.0,0.2222222222222222,43,34,9
21,15,1.0,0.3333333333333333,35,29,6
21,16,1.0,0.4,31,26,5
21,17,1.0,0.4,29,24,5
21,18,1.0,0.5,27,23,4
21,19,1.0,0.5,25,21,4
21,20,1.0,0.5,24,20,4
21,21,1.0,0.5,23,19,4
21,22,1.0,0.5,22,18,4
21,23,1.0,1.0,20,17,3
22,0,1.0,0.45454545454545453,55,44,11
22,1,1.0,0.5454545454545454,55,44,11
22,2,1.0,0.5454545454545454,55,44,11
22,3,1.0,0.5454545454545454,55,44,11
22,4,1.0,0.6363636363636364,55,44,11
22,5,1.0,0.45454545454545453,55,44,11
22,6,1.0,0.45454545454545453,54,43,11
22,7,1.0,0.6363636363636364,54,43,11
22,8,1.0,0.5454545454545454,54,43,11
22,9,1.0,0.36363636363636365,53,42,11
22,10,1.0,0.36363636363636365,53,42,11
22,11,1.0,0.6363636363636364,53,42,11
22,12,1.0,0.5454545454545454,52,41,11
22,13,1.0,0.5,49,39,10
22,14,1.0,0.3333333333333333,43,34,9
22,15,1.0,0.3333333333333333,35,29,6
22,16,1.0,0.4,31,26,5
22,17,1.0,0.4,29,24,5
22,18,1.0,0.5,27,23,4
22,19,1.0,0.5,25,21,4
22,20,1.0,0.75,24,20,4
22,21,1.0,0.5,23,19,4
22,22,1.0,0.5,22,18,4
22,23,1.0,1.0,20,17,3
23,0,1.0,0.45454545454545453,55,44,11
23,1,1.0,0.5454545454545454,55,44,11
23,2,1.0,0.5454545454545454,55,44,11
23,3,1.0,0.5454545454545454,55,44,11
23,4,1.0,0.6363636363636364,55,44,11
23,5,1.0,0.36363636363636365,55,44,11
23,6,1.0,0.45454545454545453,54,43,11
23,7,1.0,0.7272727272727273,54,43,11
23,8,1.0,0.7272727272727273,54,43,11
23,9,1.0,0.45454545454545453,53,42,11
23,10,1.0,0.45454545454545453,53,42,11
23,11,1.0,0.6363636363636364,53,42,11
23,12,1.0,0.5454545454545454,52,41,11
23,13,1.0,0.5,49,39,10
23,14,1.0,0.2222222222222222,43,34,9
23,15,1.0,0.3333333333333333,35,29,6
23,16,1.0,0.4,31,26,5
23,17,1.0,0.4,29,24,5
23,18,1.0,0.5,27,23,4
23,19,1.0,0.5,25,21,4
23,20,1.0,0.75,24,20,4
23,21,1.0,0.75,23,19,4
23,22,1.0,0.5,22,18,4
23,23,1.0,1.0,20,17,3
24,0,1.0,0.45454545454545453,55,44,11
24,1,1.0,0.5454545454545454,55,44,11
24,2,1.0,0.5454545454545454,55,44,11
24,3,1.0,0.5454545454545454,55,44,11
24,4,1.0,0.45454545454545453,55,44,11
24,5,1.0,0.36363636363636365,55,44,11
24,6,1.0,0.45454545454545453,54,43,11
24,7,1.0,0.5454545454545454,54,43,11
24,8,1.0,0.6363636363636364,54,43,11
24,9,1.0,0.45454545454545453,53,42,11
24,10,1.0,0.36363636363636365,53,42,11
24,11,1.0,0.6363636363636364,53,42,11
24,12,1.0,0.5454545454545454,52,41,11
24,13,1.0,0.5,49,39,10
24,14,1.0,0.3333333333333333,43,34,9
24,15,1.0,0.3333333333333333,35,29,6
24,16,1.0,0.4,31,26,5
24,17,1.0,0.4,29,24,5
24,18,1.0,0.5,27,23,4
24,19,1.0,0.5,25,21,4
24,20,1.0,0.5,24,20,4
24,21,1.0,0.75,23,19,4
24,22,1.0,0.5,22,18,4
24,23,1.0,1.0,20,17,3
25,0,1.0,0.45454545454545453,55,44,11
25,1,1.0,0.6363636363636364,55,44,11
25,2,1.0,0.5454545454545454,55,44,11
25,3,1.0,0.5454545454545454,55,44,11
25,4,1.0,0.6363636363636364,55,44,11
25,5,1.0,0.5454545454545454,55,44,11
25,6,1.0,0.45454545454545453,54,43,11
25,7,1.0,0.45454545454545453,54,43,11
25,8,1.0,0.7272727272727273,54,43,11
25,9,1.0,0.45454545454545453,53,42,11
25,10,1.0,0.45454545454545453,53,42,11
25,11,1.0,0.5454545454545454,53,42,11
25,12,1.0,0.45454545454545453,52,41,11
25,13,1.0,0.6,49,39,10
25,14,1.0,0.2222222222222222,43,34,9
25,15,1.0,0.3333333333333333,35,29,6
25,16,1.0,0.4,31,26,5
25,17,1.0,0.6,29,24,5
25,18,1.0,0.5,27,23,4
25,19,1.0,0.5,25,21,4
25,20,1.0,0.75,24,20,4
25,21,1.0,0.75,23,19,4
25,22,1.0,0.5,22,18,4
25,23,1.0,1.0,20,17,3
26,0,1.0,0.45454545454545453,55,44,11
26,1,1.0,0.6363636363636364,55,44,11
26,2,1.0,0.45454545454545453,55,44,11
26,3,1.0,0.45454545454545453,55,44,11
