layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
18,10,1.0,0.6,28,23,5
18,11,1.0,0.4,28,23,5
18,12,1.0,0.4,28,23,5
18,13,1.0,0.6,26,21,5
18,14,1.0,0.8,25,20,5
18,15,1.0,0.6666666666666666,19,16,3
18,16,1.0,0.6666666666666666,18,15,3
18,17,1.0,1.0,17,14,3
18,18,1.0,1.0,16,13,3
18,19,1.0,1.0,14,12,2
18,20,1.0,1.0,14,12,2
18,21,1.0,1.0,13,11,2
18,22,1.0,1.0,12,10,2
19,0,1.0,0.6666666666666666,30,24,6
19,1,1.0,0.8333333333333334,30,24,6
19,2,1.0,0.5,30,24,6
19,3,1.0,0.6666666666666666,30,24,6
19,4,1.0,0.3333333333333333,30,24,6
19,5,1.0,0.6666666666666666,30,24,6
19,6,1.0,0.5,29,23,6
19,7,1.0,0.5,29,23,6
19,8,1.0,0.5,29,23,6
19,9,1.0,0.4,28,23,5
19,10,1.0,0.6,28,23,5
19,11,1.0,0.4,28,23,5
19,12,1.0,0.4,28,23,5
19,13,1.0,0.6,26,21,5
19,14,1.0,0.8,25,20,5
19,15,1.0,0.6666666666666666,19,16,3
19,16,1.0,0.6666666666666666,18,15,3
19,17,1.0,1.0,17,14,3
19,18,1.0,1.0,16,13,3
19,19,1.0,1.0,14,12,2
19,20,1.0,1.0,14,12,2
19,21,1.0,1.0,13,11,2
19,22,1.0,1.0,12,10,2
20,0,1.0,0.6666666666666666,30,24,6
20,1,1.0,0.8333333333333334,30,24,6
20,2,1.0,0.5,30,24,6
20,3,1.0,0.6666666666666666,30,24,6
20,4,1.0,0.3333333333333333,30,24,6
20,5,1.0,0.6666666666666666,30,24,6
20,6,1.0,0.3333333333333333,29,23,6
20,7,1.0,0.5,29,23,6
20,8,1.0,0.6666666666666666,29,23,6
20,9,1.0,0.6,28,23,5
20,10,1.0,0.6,28,23,5
20,11,1.0,0.4,28,23,5
20,12,1.0,0.4,28,23,5
20,13,1.0,0.4,26,21,5
20,14,1.0,0.6,25,20,5
20,15,1.0,0.6666666666666666,19,16,3
20,16,1.0,0.6666666666666666,18,15,3
20,17,1.0,1.0,17,14,3
20,18,1.0,1.0,16,13,3
20,19,1.0,1.0,14,12,2
20,20,1.0,1.0,14,12,2
20,21,1.0,1.0,13,11,2
20,22,1.0,1.0,12,10,2
21,0,1.0,0.6666666666666666,30,24,6
21,1,1.0,0.6666666666666666,30,24,6
21,2,1.0,0.5,30,24,6
21,3,1.0,0.8333333333333334,30,24,6
21,4,1.0,0.5,30,24,6
21,5,1.0,0.6666666666666666,30,24,6
21,6,1.0,0.5,29,23,6
21,7,1.0,0.5,29,23,6
21,8,1.0,0.5,29,23,6
21,9,1.0,0.6,28,23,5
21,10,1.0,0.6,28,23,5
21,11,1.0,0.6,28,23,5
21,12,1.0,0.4,28,23,5
21,13,1.0,0.6,26,21,5
21,14,1.0,0.4,25,20,5
21,15,1.0,0.6666666666666666,19,16,3
21,16,1.0,1.0,18,15,3
21,17,1.0,1.0,17,14,3
21,18,1.0,1.0,16,13,3
21,19,1.0,1.0,14,12,2
21,20,1.0,1.0,14,12,2
21,21,1.0,1.0,13,11,2
21,22,1.0,1.0,12,10,2
22,0,1.0,0.6666666666666666,30,24,6
22,1,1.0,0.6666666666666666,30,24,6
22,2,1.0,0.5,30,24,6
22,3,1.0,0.6666666666666666,30,24,6
22,4,1.0,0.5,30,24,6
22,5,1.0,0.6666666666666666,30,24,6
22,6,1.0,0.5,29,23,6
22,7,1.0,0.5,29,23,6
22,8,1.0,0.3333333333333333,29,23,6
22,9,1.0,0.6,28,23,5
22,10,1.0,0.6,28,23,5
22,11,1.0,0.6,28,23,5
22,12,1.0,0.4,28,23,5
22,13,1.0,0.4,26,21,5
22,14,1.0,0.8,25,20,5
22,15,1.0,0.6666666666666666,19,16,3
22,16,1.0,0.6666666666666666,18,15,3
22,17,1.0,1.0,17,14,3
22,18,1.0,1.0,16,13,3
22,19,1.0,1.0,14,12,2
22,20,1.0,1.0,14,12,2
22,21,1.0,1.0,13,11,2
22,22,1.0,1.0,12,10,2
23,0,1.0,0.6666666666666666,30,24,6
23,1,1.0,0.6666666666666666,30,24,6
23,2,1.0,0.5,30,24,6
23,3,1.0,0.8333333333333334,30,24,6
23,4,1.0,0.5,30,24,6
23,5,1.0,0.6666666666666666,30,24,6
23,6,1.0,0.5,29,23,6
23,7,1.0,0.3333333333333333,29,23,6
23,8,1.0,0.5,29,23,6
23,9,1.0,0.6,28,23,5
23,10,1.0,0.6,28,23,5
23,11,1.0,0.4,28,23,5
23,12,1.0,0.6,28,23,5
23,13,1.0,0.4,26,21,5
23,14,1.0,0.6,25,20,5
23,15,1.0,0.6666666666666666,19,16,3
23,16,1.0,0.6666666666666666,18,15,3
23,17,1.0,1.0,17,14,3
23,18,1.0,1.0,16,13,3
23,19,1.0,1.0,14,12,2
23,20,1.0,1.0,14,12,2
23,21,1.0,1.0,13,11,2
23,22,1.0,1.0,12,10,2
24,0,1.0,0.6666666666666666,30,24,6
24,1,1.0,0.6666666666666666,30,24,6
24,2,1.0,0.6666666666666666,30,24,6
24,3,1.0,0.6666666666666666,30,24,6
24,4,1.0,0.5,30,24,6
24,5,1.0,0.6666666666666666,30,24,6
24,6,1.0,0.5,29,23,6
24,7,1.0,0.3333333333333333,29,23,6
24,8,1.0,0.5,29,23,6
24,9,1.0,0.6,28,23,5
24,10,1.0,0.4,28,23,5
24,11,1.0,0.6,28,23,5
24,12,1.0,0.4,28,23,5
24,13,1.0,0.4,26,21,5
24,14,1.0,0.6,25,20,5
24,15,1.0,0.6666666666666666,19,16,3
24,16,1.0,0.6666666666666666,18,15,3
24,17,1.0,1.0,17,14,3
24,18,1.0,1.0,16,13,3
24,19,1.0,1.0,14,12,2
24,20,1.0,1.0,14,12,2
24,21,1.0,1.0,13,11,2
24,22,1.0,1.0,12,10,2
25,0,1.0,0.6666666666666666,30,24,6
25,1,1.0,0.8333333333333334,30,24,6
25,2,1.0,0.5,30,24,6
25,3,1.0,0.6666666666666666,30,24,6
25,4,1.0,0.5,30,24,6
25,5,1.0,0.6666666666666666,30,24,6
25,6,1.0,0.5,29,23,6
25,7,1.0,0.5,29,23,6
25,8,1.0,0.5,29,23,6
25,9,1.0,0.6,28,23,5
25,10,1.0,0.4,28,23,5
25,11,1.0,0.4,28,23,5
25,12,1.0,0.4,28,23,5
25,13,1.0,0.4,26,21,5
25,14,1.0,0.6,25,20,5
25,15,1.0,0.6666666666666666,19,16,3
25,16,1.0,1.0,18,15,3
25,17,1.0,1.0,17,14,3
25,18,1.0,1.0,16,13,3
25,19,1.0,1.0,14,12,2
25,20,1.0,1.0,14,12,2
25,21,1.0,1.0,13,11,2
25,22,1.0,1.0,12,10,2
26,0,1.0,0.6666666666666666,30,24,6
26,1,1.0,0.8333333333333334,30,24,6
26,2,1.0,0.5,30,24,6
26,3,1.0,0.5,30,24,6
26,4,1.0,0.5,30,24,6
26,5,1.0,0.6666666666666666,30,24,6
26,6,1.0,0.5,29,23,6
26,7,1.0,0.5,29,23,6
26,8,1.0,0.5,29,23,6
26,9,1.0,0.6,28,23,5
26,10,1.0,0.4,28,23,5
26,11,1.0,0.4,28,23,5
26,12,1.0,0.6,28,23,5
26,13,1.0,0.4,26,21,5
26,14,1.0,0.6,25,20,5
26,15,1.0,0.6666666666666666,19,16,3
26,16,1.0,0.6666666666666666,18,15,3
26,17,1.0,1.0,17,14,3
26,18,1.0,1.0,16,13,3
26,19,1.0,1.0,14,12,2
26,20,1.0,1.0,14,12,2
26,21,1.0,1.0,13,11,2
26,22,1.0,1.0,12,10,2
27,0,1.0,0.6666666666666666,30,24,6
27,1,1.0,0.8333333333333334,30,24,6
27,2,1.0,0.5,30,24,6
27,3,1.0,0.8333333333333334,30,24,6
27,4,1.0,0.5,30,24,6
27,5,1.0,0.6666666666666666,30,24,6
27,6,1.0,0.5,29,23,6
27,7,1.0,0.5,29,23,6
27,8,1.0,0.3333333333333333,29,23,6
27,9,1.0,0.6,28,23,5
27,10,1.0,0.4,28,23,5
27,11,1.0,0.6,28,23,5
27,12,1.0,0.6,28,23,5
27,13,1.0,0.4,26,21,5
27,14,1.0,0.6,25,20,5
27,15,1.0,1.0,19,16,3
27,16,1.0,0.6666666666666666,18,15,3
27,17,1.0,1.0,17,14,3
27,18,1.0,1.0,16,13,3
27,19,1.0,1.0,14,12,2
27,20,1.0,1.0,14,12,2
27,21,1.0,1.0,13,11,2
27,22,1.0,1.0,12,10,2
28,0,1.0,0.6666666666666666,30,24,6
28,1,1.0,0.8333333333333334,30,24,6
28,2,1.0,0.5,30,24,6
28,3,1.0,0.6666666666666666,30,24,6
28,4,1.0,0.5,30,24,6
28,5,1.0,0.6666666666666666,30,24,6
28,6,1.0,0.5,29,23,6
28,7,1.0,0.5,29,23,6
28,8,1.0,0.5,29,23,6
28,9,1.0,0.6,28,23,5
28,10,1.0,0.4,28,23,5
28,11,1.0,0.4,28,23,5
28,12,1.0,0.4,28,23,5
28,13,1.0,0.4,26,21,5
28,14,1.0,0.6,25,20,5
28,15,1.0,1.0,19,16,3
28,16,1.0,0.6666666666666666,18,15,3
28,17,1.0,1.0,17,14,3
28,18,1.0,1.0,16,13,3
28,19,1.0,1.0,14,12,2
28,20,1.0,1.0,14,12,2
28,21,1.0,1.0,13,11,2
28,22,1.0,1.0,12,10,2
29,0,1.0,0.6666666666666666,30,24,6
29,1,1.0,0.6666666666666666,30,24,6
29,2,1.0,0.5,30,24,6
29,3,1.0,0.8333333333333334,30,24,6
29,4,1.0,0.5,30,24,6
29,5,1.0,0.6666666666666666,30,24,6
29,6,1.0,0.5,29,23,6
29,7,1.0,0.5,29,23,6
29,8,1.0,0.5,29,23,6
29,9,1.0,0.6,28,23,5
29,10,1.0,0.4,28,23,5
29,11,1.0,0.4,28,23,5
29,12,1.0,0.4,28,23,5
29,13,1.0,0.4,26,21,5
29,14,1.0,0.4,25,20,5
29,15,1.0,1.0,19,16,3
29,16,1.0,0.6666666666666666,18,15,3
29,17,1.0,1.0,17,14,3
29,18,1.0,1.0,16,13,3
29,19,1.0,1.0,14,12,2
29,20,1.0,1.0,14,12,2
29,21,1.0,1.0,13,11,2
29,22,1.0,1.0,12,10,2
30,0,1.0,0.6666666666666666,30,24,6
30,1,1.0,0.8333333333333334,30,24,6
30,2,1.0,0.6666666666666666,30,24,6
30,3,1.0,0.8333333333333334,30,24,6
30,4,1.0,0.5,30,24,6
30,5,1.0,0.6666666666666666,30,24,6
30,6,1.0,0.6666666666666666,29,23,6
30,7,1.0,0.5,29,23,6
30,8,1.0,0.5,29,23,6
30,9,1.0,0.6,28,23,5
30,10,1.0,0.4,28,23,5
30,11,1.0,0.4,28,23,5
30,12,1.0,0.4,28,23,5
30,13,1.0,0.4,26,21,5
30,14,1.0,0.4,25,20,5
30,15,1.0,1.0,19,16,3
30,16,1.0,0.6666666666666666,18,15,3
30,17,1.0,0.6666666666666666,17,14,3
30,18,1.0,1.0,16,13,3
30,19,1.0,1.0,14,12,2
30,20,1.0,1.0,14,12,2
30,21,1.0,1.0,13,11,2
